Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),LIVING_UNIT1:Zone People Occupant Count [](TimeStep),LIVING_UNIT1:Zone Mean Air Temperature [C](TimeStep),ATTIC_UNIT1:Zone Mean Air Temperature [C](TimeStep),LIVING_UNIT1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),ATTIC_UNIT1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),HTGSETP_SCH:Schedule Value [](TimeStep),CLGSETP_SCH:Schedule Value [](TimeStep),CENTRAL SYSTEM_UNIT1:Air System Total Cooling Energy [J](TimeStep) 
 07/09  03:30:00,24.15,0,20.90234282,21.93135561,20.81,0,15,20.81,5477625.061
 07/09  03:45:00,23.725,0,22.13665566,21.66394092,25.2,0,15,25.2,0
 07/09  04:00:00,23.3,0,22.50197308,21.29505249,26.08,0,15,26.08,0
 07/09  04:15:00,23.575,0,20.67588972,20.92705408,20.5,0,15,20.5,4926549.715
 07/09  04:30:00,23.85,0,21.86194723,20.64579378,27.9,0,15,27.9,0
 07/09  04:45:00,24.125,0,22.33704303,20.37673219,24.1,0,15,24.1,0
 07/09  05:00:00,24.4,0,20.2919572,20.23650862,20.08,0,15,20.08,5221317.091
 07/09  05:15:00,24.4,0,20.77587517,20.18478275,20.79,0,15,20.79,2572159.068
 07/09  05:30:00,24.4,0,21.70434246,20.20323014,23.9,0,15,23.9,0
 07/09  05:45:00,24.4,0,22.12939865,20.37884663,25.44,0,15,25.44,0
 07/09  06:00:00,24.4,0,22.06085107,20.73626844,22.06,0,15,22.06,1224640.612
 07/09  06:15:00,24.7,0,22.64260606,21.38245251,25.49,0,15,25.49,0
 07/09  06:30:00,25,0,23.03104923,21.83328694,24.34,0,15,24.34,0
 07/09  06:45:00,25.3,0,23.69752795,22.767126,24.47,0,15,24.47,0
 07/09  07:00:00,25.6,0,23.87088174,23.42120154,24.06,0,15,24.06,0
 07/09  07:15:00,26,0,24.28033571,24.66797713,25.19,0,15,25.19,0
 07/09  07:30:00,26.4,0,21.70419004,25.50104759,21.3,0,15,21.3,5696081.226
 07/09  07:45:00,26.8,0,23.20042088,26.79278303,24.09,0,15,24.09,0
 07/09  08:00:00,27.2,0,23.77117888,28.19359192,25.66,0,15,25.66,0
 07/09  08:15:00,27.625,0,24.47982973,30.3803736,24.89,0,15,24.89,199660.3234
 07/09  08:30:00,28.05,0,21.35825202,32.53250644,20.32,0,15,20.32,9030531.867
 07/09  08:45:00,28.475,0,23.39579249,35.66629209,25.08,0,15,25.08,0
 07/09  09:00:00,28.9,0,25.02656925,38.7034886,25.44,0,15,25.44,119718.9041
 07/09  09:15:00,29.45,0,22.18980386,41.27837404,21.55,0,15,21.55,7558489.272
 07/09  09:30:00,30,0,24.19963098,43.46305207,26.35,0,15,26.35,0
 07/09  09:45:00,30.55,0,25.03335583,45.60782757,25.52,0,15,25.52,347585.7352
 07/09  10:00:00,31.1,0,23.41843462,47.79862801,23.12,0,15,23.12,6122656.824
 07/09  10:15:00,31.1,0,22.97221,49.52002644,22.95,0,15,22.95,6432935.688
 07/09  10:30:00,31.1,0,22.40798222,51.61660094,22.38,0,15,22.38,6859577.059
 07/09  10:45:00,31.1,0,23.66231813,53.53867609,23.82,0,15,23.82,2825967.159
 07/09  11:00:00,31.1,0,25.36321228,55.31047491,26.34,0,15,26.34,0
 07/09  11:15:00,31.525,0,21.54657416,56.6866996,20.33,0,15,20.33,8087912.998
 07/09  11:30:00,31.95,0,24.39029362,57.78792684,27.57,0,15,27.57,0
 07/09  11:45:00,32.375,0,22.19719189,58.67440389,21.11,0,15,21.11,8393228.427
 07/09  12:00:00,32.8,0,23.99474641,59.18672375,24.89,0,15,24.89,1023999.771
 07/09  12:15:00,32.8,0,24.44308663,59.56558601,24.45,0,15,24.45,2718974.324
 07/09  12:30:00,32.8,0,25.99842855,60.12748378,27.81,0,15,27.81,0
 07/09  12:45:00,32.8,0,27.24720242,60.76583697,27.28,0,15,27.28,715124.7097
 07/09  13:00:00,32.8,0,23.40642058,61.32019747,22.26,0,15,22.26,8357606.045
 07/09  13:15:00,32.8,0,23.66925456,61.67835103,23.69,0,15,23.69,5744118.224
 07/09  13:30:00,32.8,0,25.40293176,61.83704769,25.78,0,15,25.78,1656709.182
 07/09  13:45:00,32.8,0,25.69493945,61.67962042,25.7,0,15,25.7,2899624.977
 07/09  14:00:00,32.8,0,25.06162749,61.2700943,25.02,0,15,25.02,4601598.793
 07/09  14:15:00,32.925,0,25.62252625,60.71767505,25.64,0,15,25.64,3734944.934
 07/09  14:30:00,33.05,0,24.78865537,60.19641148,24.75,0,15,24.75,5975565.852
 07/09  14:45:00,33.175,0,23.83143957,59.5930217,23.74,0,15,23.74,8132081.761
 07/09  15:00:00,33.3,0,22.80322328,59.10293376,21.73,0,15,21.73,10481325.99
 07/09  15:15:00,33.45,0,22.30068529,58.6184951,20.2,0,15,20.2,10354720.63
 07/09  15:30:00,33.6,0,22.53720675,58.14162253,22.56,0,15,22.56,8092309.135
 07/09  15:45:00,33.75,0,24.42472725,57.48260716,24.71,0,15,24.71,3037329.99
 07/09  16:00:00,33.9,0,22.26460352,56.60421451,20.42,0,15,20.42,10280472.58
 07/09  16:15:00,33.75,0,25.35399624,55.41054977,27.34,0,15,27.34,0
 07/09  16:30:00,33.6,0,22.90479922,54.02551359,22.54,0,15,22.54,6978910.681
 07/09  16:45:00,33.45,0,23.48609053,52.51477635,23.49,0,15,23.49,6476509.3
 07/09  17:00:00,33.3,0,26.03349502,50.92149563,27.67,0,15,27.67,0
 07/09  17:15:00,33.175,0,23.49527261,49.34915449,23.11,0,15,23.11,6468920.74
 07/09  17:30:00,33.05,0,26.03559236,47.57835718,27.82,0,15,27.82,0
 07/09  17:45:00,32.925,0,23.48180946,45.96155814,21.86,0,15,21.86,9473567.122
 07/09  18:00:00,32.8,0,24.78193678,44.39905743,25.37,0,15,25.37,2289619.921
 07/09  18:15:00,32.525,0,22.80272983,42.91871328,21.8,0,15,21.8,9997298.615
 07/09  18:30:00,32.25,0,22.10562125,41.6310365,20.33,0,15,20.33,10502627.45
 07/09  18:45:00,31.975,0,23.08704305,40.24321777,23.12,0,15,23.12,5469866.554
 07/09  19:00:00,31.7,0,25.27598693,38.8801045,26.81,0,15,26.81,0
 07/09  19:15:00,31.125,0,22.84925207,37.43846305,22.51,0,15,22.51,6141971.163
 07/09  19:30:00,30.55,0,24.99405406,35.74823823,26.2,0,15,26.2,0
 07/09  19:45:00,29.975,0,25.62820826,34.22901459,25.68,0,15,25.68,2058980.109
 07/09  20:00:00,29.4,0,24.40619103,32.90734303,24.37,0,15,24.37,4784742.689
 07/09  20:15:00,29.275,0,25.86902872,31.40231529,26.51,0,15,26.51,343105.4621
 07/09  20:30:00,29.15,0,23.25868972,30.36067242,22.84,0,15,22.84,6315210.94
 07/09  20:45:00,29.025,0,21.51091461,29.20771992,20.56,0,15,20.56,10839606.18
 07/09  21:00:00,28.9,0,21.35522448,28.45212839,21.35,0,15,21.35,8163858.196
 07/09  21:15:00,28.625,0,23.67684361,27.67397101,26.14,0,15,26.14,0
 07/09  21:30:00,28.35,0,24.54282509,26.985683,26.48,0,15,26.48,0
 07/09  21:45:00,28.075,0,25.22901389,26.39928572,25.95,0,15,25.95,0
 07/09  22:00:00,27.8,0,22.05148939,25.81867458,21.38,0,15,21.38,7031030.014
 07/09  22:15:00,27.525,0,24.05835578,25.3083233,25.36,0,15,25.36,0
 07/09  22:30:00,27.25,0,24.64899791,24.7425775,27.93,0,15,27.93,0
 07/09  22:45:00,26.975,0,25.10866905,24.18786114,27.62,0,15,27.62,0
 07/09  23:00:00,26.7,0,23.5435815,23.56113856,23.54,0,15,23.54,3293632.352
 07/09  23:15:00,26.425,0,21.92454743,22.93814124,21.71,0,15,21.71,6824004.159
 07/09  23:30:00,26.15,0,23.5621807,22.36390297,25.3,0,15,25.3,0
 07/09  23:45:00,25.875,0,23.70105514,21.84621555,23.79,0,15,23.79,729449.898
 07/09  24:00:00,25.6,0,24.16327258,21.3968567,27.04,0,15,27.04,0
 07/10  00:15:00,25.6,3,24.60129139,20.97569242,27.08,0,15,27.08,0
 07/10  00:30:00,25.6,3,24.83215796,20.71978556,27.44,0,15,27.44,0
 07/10  00:45:00,25.6,3,22.4353917,20.55141566,22.19,0,15,22.19,4431778.841
 07/10  01:00:00,25.6,3,23.69839761,20.54431725,26.8,0,15,26.8,0
 07/10  01:15:00,25.3,0,21.95336689,20.55882079,21.82,0,15,21.82,4102870.656
 07/10  01:30:00,25,0,23.03806309,20.6195501,25.2,0,15,25.2,0
 07/10  01:45:00,24.7,0,23.47416254,20.69276981,27.78,0,15,27.78,0
 07/10  02:00:00,24.4,0,23.66406011,20.75431641,26.48,0,15,26.48,0
 07/10  02:15:00,24.4,0,23.94557658,20.8240414,27.92,0,15,27.92,0
 07/10  02:30:00,24.4,0,21.93262507,20.86342223,21.76,0,15,21.76,4267965.395
 07/10  02:45:00,24.4,0,22.11375541,20.90150369,25.18,0,15,25.18,0
 07/10  03:00:00,24.4,0,22.86261985,20.93116336,26.97,0,15,26.97,0
 07/10  03:15:00,24.7,0,22.08151088,21.02285253,22.06,0,15,22.06,2308243.917
 07/10  03:30:00,25,0,20.9018596,21.17919876,20.81,0,15,20.81,5459904.858
 07/10  03:45:00,25.3,0,22.19885398,21.39133713,25.2,0,15,25.2,0
 07/10  04:00:00,25.6,0,22.65818452,21.66747158,26.08,0,15,26.08,0
 07/10  04:15:00,25.6,0,20.7037866,21.91934575,20.5,0,15,20.5,5289134.822
 07/10  04:30:00,25.6,0,21.99417829,22.15756256,27.9,0,15,27.9,0
 07/10  04:45:00,25.6,0,22.52485512,22.4677083,24.1,0,15,24.1,0
 07/10  05:00:00,25.6,0,20.39094394,22.79626654,20.08,0,15,20.08,5572928.873
 07/10  05:15:00,25.45,0,20.7750132,23.05945989,20.79,0,15,20.79,3136278.482
 07/10  05:30:00,25.3,0,21.82741178,23.29273169,23.9,0,15,23.9,0
 07/10  05:45:00,25.15,0,22.28276125,23.49359067,25.44,0,15,25.44,0
 07/10  06:00:00,25,0,22.10251478,23.75781445,22.06,0,15,22.06,1890209.096
 07/10  06:15:00,25.275,0,22.67785386,23.98426572,25.49,0,15,25.49,0
 07/10  06:30:00,25.55,0,23.0408054,24.27285075,24.34,0,15,24.34,0
 07/10  06:45:00,25.825,0,23.32431852,24.66010308,24.47,0,15,24.47,0
 07/10  07:00:00,26.1,0,23.65599355,25.18081309,24.06,0,15,24.06,0
 07/10  07:15:00,26.65,0,24.2237806,26.00536915,25.19,0,15,25.19,0
 07/10  07:30:00,27.2,0,21.7049583,26.5840213,21.3,0,15,21.3,6003372.358
 07/10  07:45:00,27.75,0,23.20763514,27.53445516,24.09,0,15,24.09,0
 07/10  08:00:00,28.3,0,23.82526662,28.75803504,25.66,0,15,25.66,0
 07/10  08:15:00,28.575,0,24.49852995,30.49571312,24.89,0,15,24.89,202998.3305
 07/10  08:30:00,28.85,0,21.37177782,32.46559723,20.32,0,15,20.32,9013461.024
 07/10  08:45:00,29.125,0,22.86255764,35.1858557,25.08,0,15,25.08,0
 07/10  09:00:00,29.4,0,24.89065609,37.4371668,25.44,0,15,25.44,0
 07/10  09:15:00,29.825,0,22.11907458,39.44091036,21.55,0,15,21.55,7132877.5
 07/10  09:30:00,30.25,0,23.8023021,41.84536952,26.35,0,15,26.35,0
 07/10  09:45:00,30.675,0,25.44250282,43.94229251,25.52,0,15,25.52,778227.4796
 07/10  10:00:00,31.1,0,23.36598808,45.72586456,23.12,0,15,23.12,5603592.438
 07/10  10:15:00,31.375,0,22.95371975,47.7658066,22.95,0,15,22.95,5885513.893
 07/10  10:30:00,31.65,0,22.40713541,49.50072422,22.38,0,15,22.38,6854150.625
 07/10  10:45:00,31.925,0,23.69006824,50.96886104,23.82,0,15,23.82,3022383.674
 07/10  11:00:00,32.2,0,25.30973834,52.40932283,26.34,0,15,26.34,0
 07/10  11:15:00,32.35,0,21.63406368,53.85993805,20.33,0,15,20.33,8547177.978
 07/10  11:30:00,32.5,0,24.39914205,55.365699,27.57,0,15,27.57,0
 07/10  11:45:00,32.65,0,22.22645985,57.07452899,21.11,0,15,21.11,8725518.414
 07/10  12:00:00,32.8,0,23.95677363,58.65703664,24.89,0,15,24.89,835332.4158
 07/10  12:15:00,32.925,0,24.44204903,60.24564934,24.45,0,15,24.45,2891917.513
 07/10  12:30:00,33.05,0,25.97385189,61.86232392,27.81,0,15,27.81,0
 07/10  12:45:00,33.175,0,27.22623705,63.32184139,27.28,0,15,27.28,642998.2799
 07/10  13:00:00,33.3,0,23.43014297,64.26829632,22.26,0,15,22.26,8405875.101
 07/10  13:15:00,33.575,0,23.67054362,64.67432708,23.69,0,15,23.69,5825224.548
 07/10  13:30:00,33.85,0,25.40418445,64.59949911,25.78,0,15,25.78,1684411.975
 07/10  13:45:00,34.125,0,25.69447562,64.11559119,25.7,0,15,25.7,3014533.565
 07/10  14:00:00,34.4,0,25.06371601,63.53818616,25.02,0,15,25.02,4802049.91
 07/10  14:15:00,34.4,0,25.62090967,63.05480281,25.64,0,15,25.64,3948351.648
 07/10  14:30:00,34.4,0,24.79074323,62.68906178,24.75,0,15,24.75,6256487.738
 07/10  14:45:00,34.4,0,23.85950879,62.11465872,23.74,0,15,23.74,8423349.932
 07/10  15:00:00,34.4,0,22.95979551,61.24927863,21.73,0,15,21.73,10402421.46
 07/10  15:15:00,34.55,0,22.4627797,60.09080446,20.2,0,15,20.2,10258614.51
 07/10  15:30:00,34.7,0,22.55905103,58.67203784,22.56,0,15,22.56,8124329.94
 07/10  15:45:00,34.85,0,24.45157118,57.38885835,24.71,0,15,24.71,3398255.107
 07/10  16:00:00,35,0,22.48174897,56.13153142,20.42,0,15,20.42,10184429.88
 07/10  16:15:00,35,0,25.6555618,54.96270124,27.34,0,15,27.34,0
 07/10  16:30:00,35,0,23.0406634,53.85602015,22.54,0,15,22.54,7448681.261
 07/10  16:45:00,35,0,23.47908366,52.77424984,23.49,0,15,23.49,7334595.198
 07/10  17:00:00,35,0,26.26610865,51.66801355,27.67,0,15,27.67,41848.44157
 07/10  17:15:00,34.85,0,23.58208637,50.54553669,23.11,0,15,23.11,6847898.17
 07/10  17:30:00,34.7,0,26.33058809,49.25338739,27.82,0,15,27.82,32314.84793
 07/10  17:45:00,34.55,0,23.70471142,47.98575435,21.86,0,15,21.86,9619603.276
 07/10  18:00:00,34.4,0,25.25524482,46.72921576,25.37,0,15,25.37,3565536.056
 07/10  18:15:00,34,0,22.89236206,45.3365933,21.8,0,15,21.8,10337478.5
 07/10  18:30:00,33.6,0,21.80082619,43.53182118,20.33,0,15,20.33,10219207.32
 07/10  18:45:00,33.2,0,23.02818182,42.00970234,23.12,0,15,23.12,5335463.105
 07/10  19:00:00,32.8,0,25.46573332,40.6869365,26.81,0,15,26.81,0
 07/10  19:15:00,32.25,0,22.88308748,39.30178333,22.51,0,15,22.51,6197513.019
 07/10  19:30:00,31.7,0,25.15986462,37.54044687,26.2,0,15,26.2,439154.8984
 07/10  19:45:00,31.15,0,25.65613606,36.05589713,25.68,0,15,25.68,2205719.353
 07/10  20:00:00,30.6,0,24.42258187,34.84907436,24.37,0,15,24.37,5265360.323
 07/10  20:15:00,30.3,0,25.97010833,33.51312321,26.51,0,15,26.51,680235.5109
 07/10  20:30:00,30,0,23.30716617,32.5969268,22.84,0,15,22.84,6976130.617
 07/10  20:45:00,29.7,0,21.70833972,31.54422564,20.56,0,15,20.56,10790130.48
 07/10  21:00:00,29.4,0,21.40483268,30.83717315,21.35,0,15,21.35,8941081.192
 07/10  21:15:00,29.125,0,23.87447226,30.04537789,26.14,0,15,26.14,0
 07/10  21:30:00,28.85,0,24.80051247,29.33146252,26.48,0,15,26.48,0
 07/10  21:45:00,28.575,0,25.50561292,28.70362761,25.95,0,15,25.95,68224.58352
 07/10  22:00:00,28.3,0,22.17103949,28.05548748,21.38,0,15,21.38,7588583.672
 07/10  22:15:00,27.9,0,24.29518465,27.54088951,25.36,0,15,25.36,0
 07/10  22:30:00,27.5,0,24.94571051,27.10820162,27.93,0,15,27.93,0
 07/10  22:45:00,27.1,0,25.28354795,26.87682335,27.62,0,15,27.62,0
 07/10  23:00:00,26.7,0,23.64655111,26.67852423,23.54,0,15,23.54,4086575.738
 07/10  23:15:00,26.55,0,21.98559782,26.55673616,21.71,0,15,21.71,7639677.026
 07/10  23:30:00,26.4,0,23.78123274,26.41888991,25.3,0,15,25.3,0
 07/10  23:45:00,26.25,0,23.89750472,26.211904,23.79,0,15,23.79,3436432.361
 07/10  24:00:00,26.1,0,24.45822937,26.00098627,27.04,0,15,27.04,0
 07/11  00:15:00,25.975,3,24.93687201,25.69824405,27.08,0,15,27.08,0
 07/11  00:30:00,25.85,3,25.19262413,25.3441059,27.44,0,15,27.44,0
 07/11  00:45:00,25.725,3,22.57175528,24.90018602,22.19,0,15,22.19,5218089.045
 07/11  01:00:00,25.6,3,23.9544933,24.46969523,26.8,0,15,26.8,0
 07/11  01:15:00,25.3,0,21.98893469,23.95844667,21.82,0,15,21.82,4630314.502
 07/11  01:30:00,25,0,23.22388395,23.54025327,25.2,0,15,25.2,0
 07/11  01:45:00,24.7,0,23.73246229,23.08757062,27.78,0,15,27.78,0
 07/11  02:00:00,24.4,0,23.93572811,22.72229644,26.48,0,15,26.48,0
 07/11  02:15:00,24.7,0,24.44164543,22.24566334,27.92,0,15,27.92,0
 07/11  02:30:00,25,0,22.08191952,22.15284561,21.76,0,15,21.76,4620304.7
 07/11  02:45:00,25.3,0,22.28396042,22.15066397,25.18,0,15,25.18,0
 07/11  03:00:00,25.6,0,23.18178212,22.21785548,26.97,0,15,26.97,0
 07/11  03:15:00,25.45,0,22.09925723,22.26118323,22.06,0,15,22.06,3025059.79
 07/11  03:30:00,25.3,0,20.94379974,22.24810637,20.81,0,15,20.81,6296856.081
 07/11  03:45:00,25.15,0,22.18602983,22.14954819,25.2,0,15,25.2,0
 07/11  04:00:00,25,0,22.6621489,21.9742344,26.08,0,15,26.08,0
 07/11  04:15:00,24.575,0,20.70529091,21.73393589,20.5,0,15,20.5,5387594
 07/11  04:30:00,24.15,0,21.97483163,21.50316446,27.9,0,15,27.9,0
 07/11  04:45:00,23.725,0,22.44945791,21.22724771,24.1,0,15,24.1,0
 07/11  05:00:00,23.3,0,20.31443602,20.98920579,20.08,0,15,20.08,5393854.027
 07/11  05:15:00,23.025,0,20.7760587,20.77316157,20.79,0,15,20.79,2587391.347
 07/11  05:30:00,22.75,0,21.67164933,20.47245689,23.9,0,15,23.9,0
 07/11  05:45:00,22.475,0,22.07451457,20.2331302,25.44,0,15,25.44,0
 07/11  06:00:00,22.2,0,22.076445,20.05479413,22.06,0,15,22.06,1359502.837
 07/11  06:15:00,22.625,0,22.62596662,20.2004633,25.49,0,15,25.49,0
 07/11  06:30:00,23.05,0,23.04077698,20.57293215,24.34,0,15,24.34,0
 07/11  06:45:00,23.475,0,23.76746058,21.52981835,24.47,0,15,24.47,0
 07/11  07:00:00,23.9,0,23.9774487,22.67585476,24.06,0,15,24.06,249326.512
 07/11  07:15:00,24.6,0,24.36578023,24.28875894,25.19,0,15,25.19,0
 07/11  07:30:00,25.3,0,21.74851569,25.99559333,21.3,0,15,21.3,6462782.276
 07/11  07:45:00,26,0,23.37639154,28.28845273,24.09,0,15,24.09,124315.4541
 07/11  08:00:00,26.7,0,24.63750145,30.8452795,25.66,0,15,25.66,0
 07/11  08:15:00,27.1,0,24.88404247,33.26125657,24.89,0,15,24.89,1254836.453
 07/11  08:30:00,27.5,0,21.52363149,35.11599532,20.32,0,15,20.32,9442418.973
 07/11  08:45:00,27.9,0,23.61732156,37.51139078,25.08,0,15,25.08,0
 07/11  09:00:00,28.3,0,25.19220592,40.05289479,25.44,0,15,25.44,312533.7004
 07/11  09:15:00,28.875,0,22.34786854,42.22091305,21.55,0,15,21.55,8048139.08
 07/11  09:30:00,29.45,0,24.37999097,43.98492515,26.35,0,15,26.35,0
 07/11  09:45:00,30.025,0,25.51371326,45.99521568,25.52,0,15,25.52,1188971.79
 07/11  10:00:00,30.6,0,23.44166351,47.64196646,23.12,0,15,23.12,6600710.258
 07/11  10:15:00,31,0,22.98305438,49.09526935,22.95,0,15,22.95,6848227.225
 07/11  10:30:00,31.4,0,22.41057821,50.80930979,22.38,0,15,22.38,7278200.394
 07/11  10:45:00,31.8,0,23.68223986,52.42625593,23.82,0,15,23.82,3095701.113
 07/11  11:00:00,32.2,0,25.34034113,53.97216003,26.34,0,15,26.34,0
 07/11  11:15:00,32.475,0,21.67971235,55.54964024,20.33,0,15,20.33,8824388.746
 07/11  11:30:00,32.75,0,24.46118266,57.00760693,27.57,0,15,27.57,0
 07/11  11:45:00,33.025,0,21.77426733,58.27008532,21.11,0,15,21.11,8139931.727
 07/11  12:00:00,33.3,0,23.96848284,59.39646755,24.89,0,15,24.89,1043630.127
 07/11  12:15:00,33.575,0,24.38323812,60.27629624,24.45,0,15,24.45,2226956.207
 07/11  12:30:00,33.85,0,25.97679834,61.29164774,27.81,0,15,27.81,0
 07/11  12:45:00,34.125,0,27.24948327,62.41673655,27.28,0,15,27.28,807016.6114
 07/11  13:00:00,34.4,0,23.47622711,63.30916404,22.26,0,15,22.26,8562095.497
 07/11  13:15:00,34.55,0,23.68067877,63.910601,23.69,0,15,23.69,6844420.656
 07/11  13:30:00,34.7,0,25.40978963,64.13553221,25.78,0,15,25.78,1722883.982
 07/11  13:45:00,34.85,0,25.69450117,64.00785222,25.7,0,15,25.7,3021464.785
 07/11  14:00:00,35,0,25.06389103,63.72948149,25.02,0,15,25.02,4769298.077
 07/11  14:15:00,35.15,0,25.62125698,63.33777517,25.64,0,15,25.64,3879494.208
 07/11  14:30:00,35.3,0,24.79074926,62.95374025,24.75,0,15,24.75,6157850.507
 07/11  14:45:00,35.45,0,23.86013146,62.42605642,23.74,0,15,23.74,8320570.3
 07/11  15:00:00,35.6,0,22.97342423,61.82718289,21.73,0,15,21.73,10280870.61
 07/11  15:15:00,35.6,0,22.53054367,61.10760903,20.2,0,15,20.2,10181539.21
 07/11  15:30:00,35.6,0,22.55959142,60.22326328,22.56,0,15,22.56,8227324.432
 07/11  15:45:00,35.6,0,24.45275834,59.43207471,24.71,0,15,24.71,3395302.351
 07/11  16:00:00,35.6,0,22.50538845,58.61512457,20.42,0,15,20.42,10133608.35
 07/11  16:15:00,35.6,0,25.69603218,57.80624808,27.34,0,15,27.34,0
 07/11  16:30:00,35.6,0,23.05164377,57.005435,22.54,0,15,22.54,7382519.888
 07/11  16:45:00,35.6,0,23.47893228,56.15766832,23.49,0,15,23.49,7522184.648
 07/11  17:00:00,35.6,0,26.33786586,55.17548548,27.67,0,15,27.67,198971.1831
 07/11  17:15:00,35.3,0,23.61274646,54.0184994,23.11,0,15,23.11,7009911.762
 07/11  17:30:00,35,0,26.41348136,52.58683754,27.82,0,15,27.82,249942.2522
 07/11  17:45:00,34.7,0,23.80314741,51.08952314,21.86,0,15,21.86,10154366.9
 07/11  18:00:00,34.4,0,24.82194104,49.44517211,25.37,0,15,25.37,3334506.849
 07/11  18:15:00,34,0,23.01483079,47.82786247,21.8,0,15,21.8,10453450.17
 07/11  18:30:00,33.6,0,22.24191833,45.67457107,20.33,0,15,20.33,10304164.37
 07/11  18:45:00,33.2,0,23.11249889,43.81067687,23.12,0,15,23.12,6951765.107
 07/11  19:00:00,32.8,0,25.75469149,41.79306306,26.81,0,15,26.81,407258.0813
 07/11  19:15:00,32.375,0,23.02126487,39.87627984,22.51,0,15,22.51,7155423.224
 07/11  19:30:00,31.95,0,25.53141217,38.14117252,26.2,0,15,26.2,948747.6236
 07/11  19:45:00,31.525,0,25.6671615,36.10017672,25.68,0,15,25.68,2822635.978
 07/11  20:00:00,31.1,0,24.46062134,34.69857372,24.37,0,15,24.37,5979487.28
 07/11  20:15:00,30.675,0,26.10879604,33.33538495,26.51,0,15,26.51,983049.4247
 07/11  20:30:00,30.25,0,23.38355692,32.1126724,22.84,0,15,22.84,7622376.675
 07/11  20:45:00,29.825,0,22.12601686,31.03276928,20.56,0,15,20.56,10863498.05
 07/11  21:00:00,29.4,0,21.49889523,30.08606308,21.35,0,15,21.35,9601109.258
 07/11  21:15:00,29.275,0,24.04681004,29.21478993,26.14,0,15,26.14,0
 07/11  21:30:00,29.15,0,25.98845075,28.33513152,26.48,0,15,26.48,0
 07/11  21:45:00,29.025,0,25.91377883,27.82192484,25.95,0,15,25.95,636881.7162
 07/11  22:00:00,28.9,0,22.43320031,27.2637447,21.38,0,15,21.38,8958598.91
 07/11  22:15:00,28.75,0,24.54787508,26.81298226,25.36,0,15,25.36,0
 07/11  22:30:00,28.6,0,25.22393168,26.37258047,27.93,0,15,27.93,0
 07/11  22:45:00,28.45,0,25.5483181,26.03785378,27.62,0,15,27.62,0
 07/11  23:00:00,28.3,0,23.70403345,25.6667637,23.54,0,15,23.54,4516326.649
 07/11  23:15:00,27.9,0,21.96744559,25.23630325,21.71,0,15,21.71,7991557.887
 07/11  23:30:00,27.5,0,23.85639872,24.9280393,25.3,0,15,25.3,0
 07/11  23:45:00,27.1,0,23.79102179,24.59713524,23.79,0,15,23.79,1918014.83
 07/11  24:00:00,26.7,0,24.44097382,24.05010583,27.04,0,15,27.04,0
 07/12  00:15:00,26.55,3,24.94600749,23.77537743,27.08,0,15,27.08,0
 07/12  00:30:00,26.4,3,25.21735217,23.55641558,27.44,0,15,27.44,0
 07/12  00:45:00,26.25,3,22.57991042,23.36916787,22.19,0,15,22.19,5304068.608
 07/12  01:00:00,26.1,3,23.99435291,23.31945842,26.8,0,15,26.8,0
 07/12  01:15:00,25.975,0,22.00033683,23.30465958,21.82,0,15,21.82,4878562.18
 07/12  01:30:00,25.85,0,23.29578696,23.39079202,25.2,0,15,25.2,0
 07/12  01:45:00,25.725,0,23.85320694,23.5504626,27.78,0,15,27.78,0
 07/12  02:00:00,25.6,0,24.09681136,23.74862013,26.48,0,15,26.48,0
 07/12  02:15:00,25.725,0,24.66461968,24.06031127,27.92,0,15,27.92,0
 07/12  02:30:00,25.85,0,22.1165993,24.13691942,21.76,0,15,21.76,4679847.762
 07/12  02:45:00,25.975,0,22.30897586,24.10551467,25.18,0,15,25.18,0
 07/12  03:00:00,26.1,0,23.24961435,23.93230049,26.97,0,15,26.97,0
 07/12  03:15:00,26.1,0,22.1049786,23.68865189,22.06,0,15,22.06,3188797.185
 07/12  03:30:00,26.1,0,20.95969265,23.43101295,20.81,0,15,20.81,6626654.637
 07/12  03:45:00,26.1,0,22.28941855,23.14633494,25.2,0,15,25.2,0
 07/12  04:00:00,26.1,0,22.78194485,23.04199243,26.08,0,15,26.08,0
 07/12  04:15:00,25.825,0,20.76128469,22.85804028,20.5,0,15,20.5,5843235.129
 07/12  04:30:00,25.55,0,22.12644886,22.61722337,27.9,0,15,27.9,0
 07/12  04:45:00,25.275,0,22.64466853,22.21770484,24.1,0,15,24.1,0
 07/12  05:00:00,25,0,20.41708928,21.72475275,20.08,0,15,20.08,5591432.75
 07/12  05:15:00,25,0,20.78233391,21.22159023,20.79,0,15,20.79,3613962.088
 07/12  05:30:00,25,0,21.84633527,20.79433467,23.9,0,15,23.9,0
 07/12  05:45:00,25,0,22.32950514,20.61468369,25.44,0,15,25.44,0
 07/12  06:00:00,25,0,22.11058334,20.6633335,22.06,0,15,22.06,2068788.363
 07/12  06:15:00,25,0,22.7486626,20.95237942,25.49,0,15,25.49,0
 07/12  06:30:00,25,0,23.13239707,21.33867549,24.34,0,15,24.34,0
 07/12  06:45:00,25,0,23.79327417,22.05181991,24.47,0,15,24.47,0
 07/12  07:00:00,25,0,23.95409025,22.85388271,24.06,0,15,24.06,136980.3717
