Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),LIVING_UNIT1:Zone People Occupant Count [](TimeStep),LIVING_UNIT1:Zone Mean Air Temperature [C](TimeStep),ATTIC_UNIT1:Zone Mean Air Temperature [C](TimeStep),LIVING_UNIT1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),ATTIC_UNIT1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),HTGSETP_SCH:Schedule Value [](TimeStep),CLGSETP_SCH:Schedule Value [](TimeStep),CENTRAL SYSTEM_UNIT1:Air System Total Cooling Energy [J](TimeStep) 
 07/16  08:15:00,26.275,0,24.04208975,29.18232662,24.89,0,15,24.89,0
 07/16  08:30:00,26.95,0,21.24204598,30.95690659,20.32,0,15,20.32,9142903
 07/16  08:45:00,27.625,0,22.6419004,33.3144242,25.08,0,15,25.08,0
 07/16  09:00:00,28.3,0,24.54049451,35.50912021,25.44,0,15,25.44,0
 07/16  09:15:00,28.575,0,22.24594277,37.826058,21.55,0,15,21.55,8030371.928
 07/16  09:30:00,28.85,0,23.99035928,39.97787864,26.35,0,15,26.35,0
 07/16  09:45:00,29.125,0,25.36018391,42.65665778,25.52,0,15,25.52,472104.1171
 07/16  10:00:00,29.4,0,23.41431581,44.9508132,23.12,0,15,23.12,6004767.374
 07/16  10:15:00,29.975,0,22.97751115,46.84858961,22.95,0,15,22.95,6439361.413
 07/16  10:30:00,30.55,0,22.42004012,48.68742053,22.38,0,15,22.38,7288556.219
 07/16  10:45:00,31.125,0,23.65053938,50.52988513,23.82,0,15,23.82,2926462.512
 07/16  11:00:00,31.7,0,25.34346232,51.94178632,26.34,0,15,26.34,0
 07/16  11:15:00,31.975,0,21.8173624,53.13033749,20.33,0,15,20.33,9516559.859
 07/16  11:30:00,32.25,0,24.43840804,54.35690588,27.57,0,15,27.57,0
 07/16  11:45:00,32.525,0,22.32395007,55.66258358,21.11,0,15,21.11,9025693.341
 07/16  12:00:00,32.8,0,23.98064413,56.75735645,24.89,0,15,24.89,1007143.332
 07/16  12:15:00,32.925,0,24.39662071,57.84255841,24.45,0,15,24.45,2229484.227
 07/16  12:30:00,33.05,0,25.93609241,59.17245662,27.81,0,15,27.81,0
 07/16  12:45:00,33.175,0,26.73567383,60.66763623,27.28,0,15,27.28,188609.7636
 07/16  13:00:00,33.3,0,23.29058529,62.17053016,22.26,0,15,22.26,8400653.906
 07/16  13:15:00,33.575,0,23.68416415,63.34379895,23.69,0,15,23.69,6546328.239
 07/16  13:30:00,33.85,0,25.41963729,63.83862761,25.78,0,15,25.78,1844372.953
 07/16  13:45:00,34.125,0,25.71136997,63.63236231,25.7,0,15,25.7,4359318.386
 07/16  14:00:00,34.4,0,25.03913778,62.68657442,25.02,0,15,25.02,5569283.184
 07/16  14:15:00,34.4,0,25.63749718,61.51233197,25.64,0,15,25.64,4014683.279
 07/16  14:30:00,34.4,0,24.77969405,60.34462819,24.75,0,15,24.75,6670255.44
 07/16  14:45:00,34.4,0,23.87071941,59.23503706,23.74,0,15,23.74,8623227.259
 07/16  15:00:00,34.4,0,22.92240996,58.13820009,21.73,0,15,21.73,10371213.62
 07/16  15:15:00,34.4,0,22.23643645,57.18960755,20.2,0,15,20.2,10199157.91
 07/16  15:30:00,34.4,0,22.54631776,56.48951448,22.56,0,15,22.56,8248971.105
 07/16  15:45:00,34.4,0,24.44345006,55.80943863,24.71,0,15,24.71,3319730.712
 07/16  16:00:00,34.4,0,22.40534623,55.16511647,20.42,0,15,20.42,10238587.88
 07/16  16:15:00,34.275,0,25.5582482,54.39259398,27.34,0,15,27.34,0
 07/16  16:30:00,34.15,0,22.99827469,53.47115291,22.54,0,15,22.54,7246562.985
 07/16  16:45:00,34.025,0,23.47902734,52.3976713,23.49,0,15,23.49,7021025.652
 07/16  17:00:00,33.9,0,26.14206008,51.15701302,27.67,0,15,27.67,0
 07/16  17:15:00,33.9,0,23.5393736,49.80648703,23.11,0,15,23.11,6716635.386
 07/16  17:30:00,33.9,0,26.19142741,48.20827308,27.82,0,15,27.82,0
 07/16  17:45:00,33.9,0,23.64138716,46.66985982,21.86,0,15,21.86,9716413.282
 07/16  18:00:00,33.9,0,24.81692532,45.10625944,25.37,0,15,25.37,2711508.768
 07/16  18:15:00,33.475,0,22.92751299,43.53329806,21.8,0,15,21.8,10356213.66
 07/16  18:30:00,33.05,0,21.78862607,41.86128918,20.33,0,15,20.33,10325565.46
 07/16  18:45:00,32.625,0,23.01953013,40.20942549,23.12,0,15,23.12,5237201.986
 07/16  19:00:00,32.2,0,25.35552296,38.76010807,26.81,0,15,26.81,0
 07/16  19:15:00,31.8,0,22.86083931,37.15780808,22.51,0,15,22.51,6169387.745
 07/16  19:30:00,31.4,0,25.08374915,35.37161596,26.2,0,15,26.2,244973.6133
 07/16  19:45:00,31,0,25.64813037,33.86916391,25.68,0,15,25.68,2144033.008
 07/16  20:00:00,30.6,0,24.41586347,32.68830952,24.37,0,15,24.37,5020435.989
 07/16  20:15:00,30.3,0,25.93466274,31.39645062,26.51,0,15,26.51,550438.106
 07/16  20:30:00,30,0,23.28683066,30.55962525,22.84,0,15,22.84,6678284.404
 07/16  20:45:00,29.7,0,21.63784026,29.66443264,20.56,0,15,20.56,10768406.93
 07/16  21:00:00,29.4,0,21.37984869,29.13270046,21.35,0,15,21.35,8785613.04
 07/16  21:15:00,29,0,23.82352968,28.55022236,26.14,0,15,26.14,0
 07/16  21:30:00,28.6,0,24.74325451,28.02005969,26.48,0,15,26.48,0
 07/16  21:45:00,28.2,0,25.42855008,27.53736216,25.95,0,15,25.95,0
 07/16  22:00:00,27.8,0,22.15045863,27.02575044,21.38,0,15,21.38,7520080.402
 07/16  22:15:00,27.65,0,24.21850871,26.60750448,25.36,0,15,25.36,0
 07/16  22:30:00,27.5,0,24.86280406,26.21665487,27.93,0,15,27.93,0
 07/16  22:45:00,27.35,0,25.18696128,25.95183407,27.62,0,15,27.62,0
 07/16  23:00:00,27.2,0,23.64273267,25.68599717,23.54,0,15,23.54,4174049.027
 07/16  23:15:00,27.075,0,22.00919014,25.46163922,21.71,0,15,21.71,7953637.367
 07/16  23:30:00,26.95,0,23.75518693,25.25310437,25.3,0,15,25.3,0
 07/16  23:45:00,26.825,0,23.88948988,24.99901146,23.79,0,15,23.79,3569054.373
 07/16  24:00:00,26.7,0,24.41952453,24.81032027,27.04,0,15,27.04,0
 07/17  00:15:00,26.425,3,24.88262207,24.57600082,27.08,0,15,27.08,0
 07/17  00:30:00,26.15,3,25.12683593,24.32724937,27.44,0,15,27.44,0
 07/17  00:45:00,25.875,3,22.57124603,23.99381824,22.19,0,15,22.19,5349029.208
 07/17  01:00:00,25.6,3,23.89177928,23.70085098,26.8,0,15,26.8,0
 07/17  01:15:00,25.6,0,22.01190791,23.37799741,21.82,0,15,21.82,4891091.292
 07/17  01:30:00,25.6,0,23.21498211,23.19430397,25.2,0,15,25.2,0
 07/17  01:45:00,25.6,0,23.73635252,23.0100639,27.78,0,15,27.78,0
 07/17  02:00:00,25.6,0,23.96695927,22.95394033,26.48,0,15,26.48,0
 07/17  02:15:00,25.45,0,24.4963346,22.85081896,27.92,0,15,27.92,0
 07/17  02:30:00,25.3,0,22.114445,22.81775115,21.76,0,15,21.76,4748669.343
 07/17  02:45:00,25.15,0,22.2622521,22.7585809,25.18,0,15,25.18,0
 07/17  03:00:00,25,0,23.11796081,22.67709379,26.97,0,15,26.97,0
 07/17  03:15:00,24.85,0,22.09856893,22.57660059,22.06,0,15,22.06,3162720.75
 07/17  03:30:00,24.7,0,20.95544546,22.43587191,20.81,0,15,20.81,6559209.871
 07/17  03:45:00,24.55,0,22.28064983,22.27286041,25.2,0,15,25.2,0
 07/17  04:00:00,24.4,0,22.70414563,22.06787893,26.08,0,15,26.08,0
 07/17  04:15:00,24.275,0,20.7607687,21.8605468,20.5,0,15,20.5,5864575.127
 07/17  04:30:00,24.15,0,21.99993843,21.67968894,27.9,0,15,27.9,0
 07/17  04:45:00,24.025,0,22.4754963,21.46453029,24.1,0,15,24.1,0
 07/17  05:00:00,23.9,0,20.39921335,21.28591965,20.08,0,15,20.08,5884636.652
 07/17  05:15:00,23.9,0,20.77589481,21.12243683,20.79,0,15,20.79,3058636.279
 07/17  05:30:00,23.9,0,21.72936234,20.89499994,23.9,0,15,23.9,0
 07/17  05:45:00,23.9,0,22.15782912,20.73489078,25.44,0,15,25.44,0
 07/17  06:00:00,23.9,0,22.0887397,20.66618173,22.06,0,15,22.06,1832055.856
 07/17  06:15:00,24.175,0,22.70510652,20.89886992,25.49,0,15,25.49,0
 07/17  06:30:00,24.45,0,23.13462741,21.34557229,24.34,0,15,24.34,0
 07/17  06:45:00,24.725,0,23.5634349,22.23504635,24.47,0,15,24.47,0
 07/17  07:00:00,25,0,23.92460727,23.2829385,24.06,0,15,24.06,351608.8628
 07/17  07:15:00,25.55,0,24.39006305,24.7502988,25.19,0,15,25.19,0
 07/17  07:30:00,26.1,0,21.84254525,26.1804911,21.3,0,15,21.3,7438590.327
 07/17  07:45:00,26.65,0,23.19146736,28.68367821,24.09,0,15,24.09,169253.5549
 07/17  08:00:00,27.2,0,24.72517734,30.71262195,25.66,0,15,25.66,0
 07/17  08:15:00,27.9,0,24.87500036,33.02903414,24.89,0,15,24.89,1766003.072
 07/17  08:30:00,28.6,0,21.86475999,34.8765336,20.32,0,15,20.32,10930795.88
 07/17  08:45:00,29.3,0,23.19803894,37.57469578,25.08,0,15,25.08,0
 07/17  09:00:00,30,0,24.39911314,39.48470003,25.44,0,15,25.44,0
 07/17  09:15:00,30.275,0,22.39387502,42.02892803,21.55,0,15,21.55,8528526.769
 07/17  09:30:00,30.55,0,24.05279687,44.21241524,26.35,0,15,26.35,0
 07/17  09:45:00,30.825,0,25.51502822,46.41927926,25.52,0,15,25.52,1362372.331
 07/17  10:00:00,31.1,0,23.45231081,48.54130484,23.12,0,15,23.12,7063837.287
 07/17  10:15:00,31.25,0,22.99064126,50.29936871,22.95,0,15,22.95,7257259.178
 07/17  10:30:00,31.4,0,22.42965761,51.95263344,22.38,0,15,22.38,7921872.745
 07/17  10:45:00,31.55,0,23.68338136,53.57479229,23.82,0,15,23.82,3405307.289
 07/17  11:00:00,31.7,0,25.35934483,54.78217153,26.34,0,15,26.34,0
 07/17  11:15:00,31.825,0,21.77834889,56.22362064,20.33,0,15,20.33,9277693.026
 07/17  11:30:00,31.95,0,24.46065817,57.92288632,27.57,0,15,27.57,0
 07/17  11:45:00,32.075,0,22.3129278,59.90416312,21.11,0,15,21.11,9300979.072
 07/17  12:00:00,32.2,0,24.38984959,61.49867103,24.89,0,15,24.89,1222748.565
 07/17  12:15:00,32.625,0,24.44990508,62.74799103,24.45,0,15,24.45,2624952.869
 07/17  12:30:00,33.05,0,26.02391208,63.32267993,27.81,0,15,27.81,0
 07/17  12:45:00,33.475,0,27.2524016,63.03555487,27.28,0,15,27.28,942391.3419
 07/17  13:00:00,33.9,0,23.65842098,62.28991822,22.26,0,15,22.26,9626203.608
 07/17  13:15:00,34.025,0,23.68841723,61.71204962,23.69,0,15,23.69,7884028.806
 07/17  13:30:00,34.15,0,25.43583058,61.440049,25.78,0,15,25.78,2024059.124
 07/17  13:45:00,34.275,0,25.71188183,61.37513188,25.7,0,15,25.7,4623956.992
 07/17  14:00:00,34.4,0,25.06737707,61.32380392,25.02,0,15,25.02,5207108.128
 07/17  14:15:00,34.55,0,25.62140669,60.97119722,25.64,0,15,25.64,3993269.165
 07/17  14:30:00,34.7,0,24.79118397,60.32109168,24.75,0,15,24.75,6287660.289
 07/17  14:45:00,34.85,0,23.86463107,59.47893905,23.74,0,15,23.74,8419670.71
 07/17  15:00:00,35,0,22.97533948,58.91226317,21.73,0,15,21.73,10378453.32
 07/17  15:15:00,35.15,0,22.54914974,58.46301334,20.2,0,15,20.2,10255648.21
 07/17  15:30:00,35.3,0,22.55994747,58.11018798,22.56,0,15,22.56,8932393.179
 07/17  15:45:00,35.45,0,24.45721782,57.58929979,24.71,0,15,24.71,3572428.294
 07/17  16:00:00,35.6,0,22.61950812,56.79635847,20.42,0,15,20.42,10198359.57
 07/17  16:15:00,35.6,0,25.75134484,55.91420722,27.34,0,15,27.34,0
 07/17  16:30:00,35.6,0,23.08306093,55.03451816,22.54,0,15,22.54,7499386.805
 07/17  16:45:00,35.6,0,23.47959955,54.21838636,23.49,0,15,23.49,7464021.031
 07/17  17:00:00,35.6,0,26.25054072,53.44791194,27.67,0,15,27.67,7792.780473
 07/17  17:15:00,35.3,0,23.57997261,52.55323852,23.11,0,15,23.11,6786058.939
 07/17  17:30:00,35,0,26.31323985,51.33942049,27.82,0,15,27.82,0
 07/17  17:45:00,34.7,0,23.73453564,49.98408815,21.86,0,15,21.86,9700134.144
 07/17  18:00:00,34.4,0,24.83282967,48.48463954,25.37,0,15,25.37,2986935.641
 07/17  18:15:00,34,0,23.04604812,46.92284539,21.8,0,15,21.8,10415055.27
 07/17  18:30:00,33.6,0,21.97510323,45.28283022,20.33,0,15,20.33,10241035.25
 07/17  18:45:00,33.2,0,23.06774058,43.57411528,23.12,0,15,23.12,5911394.633
 07/17  19:00:00,32.8,0,25.62267795,41.96202885,26.81,0,15,26.81,216691.3862
 07/17  19:15:00,32.375,0,22.94350416,40.23766405,22.51,0,15,22.51,6515687.398
 07/17  19:30:00,31.95,0,25.22330855,38.27634643,26.2,0,15,26.2,508896.4103
 07/17  19:45:00,31.525,0,25.6578422,36.41673214,25.68,0,15,25.68,2406762.23
 07/17  20:00:00,31.1,0,24.44132511,34.94902845,24.37,0,15,24.37,5380509.149
 07/17  20:15:00,30.825,0,26.01257596,33.36502755,26.51,0,15,26.51,748153.969
 07/17  20:30:00,30.55,0,23.3027182,32.24410199,22.84,0,15,22.84,6874772.781
 07/17  20:45:00,30.275,0,21.90115757,31.12640848,20.56,0,15,20.56,10667559.03
 07/17  21:00:00,30,0,21.43205249,30.07520441,21.35,0,15,21.35,8805067.393
 07/17  21:15:00,29.725,0,23.96133081,29.08973878,26.14,0,15,26.14,0
 07/17  21:30:00,29.45,0,25.91238579,28.1829648,26.48,0,15,26.48,0
 07/17  21:45:00,29.175,0,25.80726898,27.82851465,25.95,0,15,25.95,397331.8524
 07/17  22:00:00,28.9,0,22.32355943,27.43322669,21.38,0,15,21.38,8445836.428
 07/17  22:15:00,28.475,0,24.48666129,27.15245098,25.36,0,15,25.36,0
 07/17  22:30:00,28.05,0,25.15753423,26.83344661,27.93,0,15,27.93,0
 07/17  22:45:00,27.625,0,25.46848852,26.53051683,27.62,0,15,27.62,0
 07/17  23:00:00,27.2,0,23.68800616,26.13908942,23.54,0,15,23.54,4206125.659
 07/17  23:15:00,27.2,0,21.94400093,25.70165124,21.71,0,15,21.71,7717441.001
 07/17  23:30:00,27.2,0,23.84125316,25.45031961,25.3,0,15,25.3,0
 07/17  23:45:00,27.2,0,23.92050097,25.1852191,23.79,0,15,23.79,3769680.949
 07/17  24:00:00,27.2,0,24.54638879,25.02648068,27.04,0,15,27.04,0
 07/18  00:15:00,27.075,3,25.06106908,24.8595305,27.08,0,15,27.08,0
 07/18  00:30:00,26.95,3,25.33911622,24.71887253,27.44,0,15,27.44,0
 07/18  00:45:00,26.825,3,22.60607882,24.55736509,22.19,0,15,22.19,5409216.278
 07/18  01:00:00,26.7,3,24.0665377,24.44619115,26.8,0,15,26.8,0
 07/18  01:15:00,26.425,0,22.01374793,24.28688686,21.82,0,15,21.82,5085632.339
 07/18  01:30:00,26.15,0,23.32753299,24.18655409,25.2,0,15,25.2,0
 07/18  01:45:00,25.875,0,23.87847389,24.09294518,27.78,0,15,27.78,0
 07/18  02:00:00,25.6,0,24.1134764,24.07159583,26.48,0,15,26.48,0
 07/18  02:15:00,25.6,0,24.67803204,24.0780984,27.92,0,15,27.92,0
 07/18  02:30:00,25.6,0,22.12473931,24.16578922,21.76,0,15,21.76,4859616.143
 07/18  02:45:00,25.6,0,22.3353624,24.29437624,25.18,0,15,25.18,0
 07/18  03:00:00,25.6,0,23.29502302,24.39542348,26.97,0,15,26.97,0
 07/18  03:15:00,25.45,0,22.06471674,24.46392036,22.06,0,15,22.06,3445372.687
 07/18  03:30:00,25.3,0,20.91506039,24.54189753,20.81,0,15,20.81,6532876.418
 07/18  03:45:00,25.15,0,22.27975376,24.53499325,25.2,0,15,25.2,0
 07/18  04:00:00,25,0,22.78907423,24.48014239,26.08,0,15,26.08,0
 07/18  04:15:00,24.725,0,20.75253186,24.39154524,20.5,0,15,20.5,5855269.382
 07/18  04:30:00,24.45,0,22.12650585,24.28637122,27.9,0,15,27.9,0
 07/18  04:45:00,24.175,0,22.65584465,24.13857204,24.1,0,15,24.1,0
 07/18  05:00:00,23.9,0,20.42500406,23.98804175,20.08,0,15,20.08,5847317.841
 07/18  05:15:00,23.75,0,20.77562939,23.81803791,20.79,0,15,20.79,3233384.131
 07/18  05:30:00,23.6,0,21.8385158,23.51876652,23.9,0,15,23.9,0
 07/18  05:45:00,23.45,0,22.28439931,23.19700861,25.44,0,15,25.44,0
 07/18  06:00:00,23.3,0,22.06388039,22.86067221,22.06,0,15,22.06,1310044.9
 07/18  06:15:00,23.875,0,22.63755888,22.4364519,25.49,0,15,25.49,0
 07/18  06:30:00,24.45,0,22.97533814,22.5664844,24.34,0,15,24.34,0
 07/18  06:45:00,25.025,0,23.25410182,22.91621526,24.47,0,15,24.47,0
 07/18  07:00:00,25.6,0,23.58427418,23.40599342,24.06,0,15,24.06,0
 07/18  07:15:00,26.275,0,23.90528149,24.31501232,25.19,0,15,25.19,0
 07/18  07:30:00,26.95,0,21.65171615,25.26411563,21.3,0,15,21.3,5525083.585
 07/18  07:45:00,27.625,0,23.09645615,26.52036312,24.09,0,15,24.09,0
 07/18  08:00:00,28.3,0,23.68674319,27.74335132,25.66,0,15,25.66,0
 07/18  08:15:00,28.725,0,24.32861315,29.46908042,24.89,0,15,24.89,0
 07/18  08:30:00,29.15,0,21.27258408,30.94824918,20.32,0,15,20.32,8439232.463
 07/18  08:45:00,29.575,0,23.23828682,32.87272455,25.08,0,15,25.08,0
 07/18  09:00:00,30,0,24.10947652,34.50667779,25.44,0,15,25.44,0
 07/18  09:15:00,30.275,0,22.17829064,37.0704035,21.55,0,15,21.55,7405743.403
 07/18  09:30:00,30.55,0,23.99505503,39.00499672,26.35,0,15,26.35,0
 07/18  09:45:00,30.825,0,24.78985785,41.68522051,25.52,0,15,25.52,0
 07/18  10:00:00,31.1,0,23.2521152,43.70269443,23.12,0,15,23.12,4693094.506
 07/18  10:15:00,31.375,0,22.95445608,45.24265132,22.95,0,15,22.95,5731583.163
 07/18  10:30:00,31.65,0,22.40777123,45.88767961,22.38,0,15,22.38,6643773.452
 07/18  10:45:00,31.925,0,23.66719265,46.26674466,23.82,0,15,23.82,2547040.334
 07/18  11:00:00,32.2,0,25.07193572,46.82581068,26.34,0,15,26.34,0
 07/18  11:15:00,32.625,0,21.6382089,47.83062439,20.33,0,15,20.33,8876207.709
 07/18  11:30:00,33.05,0,24.28678122,49.27813748,27.57,0,15,27.57,0
 07/18  11:45:00,33.475,0,22.2691825,51.07085998,21.11,0,15,21.11,9078918.923
 07/18  12:00:00,33.9,0,23.95196215,52.50711189,24.89,0,15,24.89,842962.0339
 07/18  12:15:00,33.9,0,24.39157932,53.47596445,24.45,0,15,24.45,2288912.154
 07/18  12:30:00,33.9,0,25.9114899,54.32706442,27.81,0,15,27.81,0
 07/18  12:45:00,33.9,0,27.22892358,55.09408664,27.28,0,15,27.28,698729.243
 07/18  13:00:00,33.9,0,23.47471442,55.57650629,22.26,0,15,22.26,8495709.869
 07/18  13:15:00,34.175,0,23.6732991,56.00339954,23.69,0,15,23.69,5996118.834
 07/18  13:30:00,34.45,0,25.38392989,56.45995227,25.78,0,15,25.78,1586852.512
 07/18  13:45:00,34.725,0,25.69497579,56.91961856,25.7,0,15,25.7,2899026.263
 07/18  14:00:00,35,0,25.04612983,57.6336942,25.02,0,15,25.02,5040849.364
 07/18  14:15:00,35.15,0,25.63426513,58.4747345,25.64,0,15,25.64,3599352.542
 07/18  14:30:00,35.3,0,24.79359759,59.19268104,24.75,0,15,24.75,6304640.468
 07/18  14:45:00,35.45,0,23.86980887,59.65273797,23.74,0,15,23.74,8473824.318
 07/18  15:00:00,35.6,0,23.03688192,59.64960382,21.73,0,15,21.73,10357920.38
 07/18  15:15:00,35.45,0,22.57791522,59.62197255,20.2,0,15,20.2,10270857.86
 07/18  15:30:00,35.3,0,22.50877052,59.67576408,22.56,0,15,22.56,8473922.204
 07/18  15:45:00,35.15,0,24.42850642,59.8413467,24.71,0,15,24.71,3208125.187
 07/18  16:00:00,35,0,22.42239272,59.95842186,20.42,0,15,20.42,10256588.96
 07/18  16:15:00,35.15,0,25.52668234,59.80952352,27.34,0,15,27.34,0
 07/18  16:30:00,35.3,0,23.00470126,59.11217235,22.54,0,15,22.54,7350981.107
 07/18  16:45:00,35.45,0,23.51964449,57.80148681,23.49,0,15,23.49,6764036.584
 07/18  17:00:00,35.6,0,26.33017583,56.14970703,27.67,0,15,27.67,158567.5612
 07/18  17:15:00,35.45,0,23.61197753,54.38376322,23.11,0,15,23.11,7140340.155
 07/18  17:30:00,35.3,0,26.41761533,52.48368972,27.82,0,15,27.82,240130.9858
 07/18  17:45:00,35.15,0,23.15230835,50.91696461,21.86,0,15,21.86,9498907.706
 07/18  18:00:00,35,0,25.1676673,49.21786341,25.37,0,15,25.37,3802633.222
 07/18  18:15:00,34.575,0,23.2373697,47.23776084,21.8,0,15,21.8,10430498.18
 07/18  18:30:00,34.15,0,22.20127538,45.34804372,20.33,0,15,20.33,10250189.54
 07/18  18:45:00,33.725,0,23.08869426,43.48894653,23.12,0,15,23.12,6397824.336
 07/18  19:00:00,33.3,0,25.67835305,41.81970435,26.81,0,15,26.81,280326.8121
 07/18  19:15:00,32.9,0,22.97707825,40.11086914,22.51,0,15,22.51,6851091.007
 07/18  19:30:00,32.5,0,25.25593362,38.11617884,26.2,0,15,26.2,589916.8883
 07/18  19:45:00,32.1,0,25.62601007,36.59516612,25.68,0,15,25.68,1798350.498
 07/18  20:00:00,31.7,0,24.45470922,34.91335087,24.37,0,15,24.37,5630602.226
 07/18  20:15:00,31.55,0,26.10377475,33.77105215,26.51,0,15,26.51,911247.5341
 07/18  20:30:00,31.4,0,23.35389786,32.64180728,22.84,0,15,22.84,7150041.39
 07/18  20:45:00,31.25,0,22.06107467,31.62351683,20.56,0,15,20.56,10619109.95
 07/18  21:00:00,31.1,0,21.48215915,30.70086967,21.35,0,15,21.35,9279761.718
 07/18  21:15:00,30.675,0,24.08326325,29.86796413,26.14,0,15,26.14,0
 07/18  21:30:00,30.25,0,26.08915461,29.11983494,26.48,0,15,26.48,79613.78076
 07/18  21:45:00,29.825,0,25.900784,28.83882487,25.95,0,15,25.95,745870.2114
 07/18  22:00:00,29.4,0,22.44636238,28.4884635,21.38,0,15,21.38,9148639.396
 07/18  22:15:00,29.125,0,24.63421295,28.20877191,25.36,0,15,25.36,2999.429298
 07/18  22:30:00,28.85,0,25.35538003,27.86784914,27.93,0,15,27.93,0
 07/18  22:45:00,28.575,0,25.66195723,27.52978994,27.62,0,15,27.62,0
 07/18  23:00:00,28.3,0,23.72042455,27.08214997,23.54,0,15,23.54,4748171.125
 07/18  23:15:00,28.3,0,21.98691297,26.51201547,21.71,0,15,21.71,8349594.242
 07/18  23:30:00,28.3,0,23.94717632,26.11133283,25.3,0,15,25.3,0
 07/18  23:45:00,28.3,0,23.79334632,25.70463972,23.79,0,15,23.79,2219996.246
 07/18  24:00:00,28.3,0,24.71409944,25.21776451,27.04,0,15,27.04,0
 07/19  00:15:00,28.025,3,25.18477986,24.75430312,27.08,0,15,27.08,0
 07/19  00:30:00,27.75,3,25.46168876,24.41039518,27.44,0,15,27.44,0
 07/19  00:45:00,27.475,3,22.64183726,24.0945048,22.19,0,15,22.19,5776564.929
 07/19  01:00:00,27.2,3,24.15836449,23.9791322,26.8,0,15,26.8,0
 07/19  01:15:00,26.925,0,22.0321629,23.82774773,21.82,0,15,21.82,5390308.054
 07/19  01:30:00,26.65,0,23.40576854,23.74278991,25.2,0,15,25.2,0
 07/19  01:45:00,26.375,0,23.98208303,23.6301921,27.78,0,15,27.78,0
 07/19  02:00:00,26.1,0,24.22215856,23.54006586,26.48,0,15,26.48,0
 07/19  02:15:00,25.975,0,24.79620559,23.39228867,27.92,0,15,27.92,0
 07/19  02:30:00,25.85,0,22.14203625,23.35252301,21.76,0,15,21.76,5012928.298
 07/19  02:45:00,25.725,0,22.33583276,23.35008314,25.18,0,15,25.18,0
 07/19  03:00:00,25.6,0,23.30440987,23.40678966,26.97,0,15,26.97,0
 07/19  03:15:00,25.3,0,22.06540364,23.45534341,22.06,0,15,22.06,3503153.852
 07/19  03:30:00,25,0,20.91569514,23.44017273,20.81,0,15,20.81,6549728.862
 07/19  03:45:00,24.7,0,22.24720178,23.2069995,25.2,0,15,25.2,0
 07/19  04:00:00,24.4,0,22.73635633,22.8701228,26.08,0,15,26.08,0
 07/19  04:15:00,24.4,0,20.73351547,22.43448718,20.5,0,15,20.5,5786845.621
 07/19  04:30:00,24.4,0,22.07060172,22.0554064,27.9,0,15,27.9,0
 07/19  04:45:00,24.4,0,22.59011184,21.62740104,24.1,0,15,24.1,0
 07/19  05:00:00,24.4,0,20.41561345,21.29926439,20.08,0,15,20.08,5788463.013
 07/19  05:15:00,24.275,0,20.77568081,21.0314216,20.79,0,15,20.79,3159501.723
 07/19  05:30:00,24.15,0,21.80230108,20.72633869,23.9,0,15,23.9,0
 07/19  05:45:00,24.025,0,22.1935585,20.50565432,25.44,0,15,25.44,0
 07/19  06:00:00,23.9,0,22.08718313,20.30210985,22.06,0,15,22.06,1611273.017
 07/19  06:15:00,24.175,0,22.60703758,20.4011746,25.49,0,15,25.49,0
 07/19  06:30:00,24.45,0,22.94016315,20.6989831,24.34,0,15,24.34,0
 07/19  06:45:00,24.725,0,23.55433361,21.36766871,24.47,0,15,24.47,0
 07/19  07:00:00,25,0,23.80169196,22.09299501,24.06,0,15,24.06,0
 07/19  07:15:00,25.425,0,24.15664495,23.35257937,25.19,0,15,25.19,0
 07/19  07:30:00,25.85,0,21.74729719,25.08269737,21.3,0,15,21.3,6802571.668
 07/19  07:45:00,26.275,0,23.2677435,27.2043908,24.09,0,15,24.09,0
 07/19  08:00:00,26.7,0,24.52170525,30.04522779,25.66,0,15,25.66,0
 07/19  08:15:00,27.25,0,24.88958599,32.35826185,24.89,0,15,24.89,1048961.657
 07/19  08:30:00,27.8,0,21.59733185,34.67147111,20.32,0,15,20.32,9663307.042
 07/19  08:45:00,28.35,0,23.55573525,36.75250553,25.08,0,15,25.08,0
 07/19  09:00:00,28.9,0,24.40385616,38.93210255,25.44,0,15,25.44,0
 07/19  09:15:00,29.45,0,22.06136339,40.70879656,21.55,0,15,21.55,7681532.403
 07/19  09:30:00,30,0,23.84498291,42.64962181,26.35,0,15,26.35,0
 07/19  09:45:00,30.55,0,24.82291925,44.04140396,25.52,0,15,25.52,160169.0409
 07/19  10:00:00,31.1,0,23.43460979,45.89389956,23.12,0,15,23.12,6353930.33
 07/19  10:15:00,31.525,0,22.95605294,47.61910332,22.95,0,15,22.95,6434655.082
 07/19  10:30:00,31.95,0,22.4129758,49.30219196,22.38,0,15,22.38,7374814.317
 07/19  10:45:00,32.375,0,23.68414552,50.83972035,23.82,0,15,23.82,3258209.674
 07/19  11:00:00,32.8,0,25.42121208,52.05583173,26.34,0,15,26.34,159681.3154
 07/19  11:15:00,33.075,0,21.76727876,53.30643715,20.33,0,15,20.33,9004216.189
 07/19  11:30:00,33.35,0,24.62507166,54.58086979,27.57,0,15,27.57,0
