Time Bucket (America/New_York),Rakhsh-Mains_A (kWatts),Rakhsh-Mains_B (kWatts),Rakhsh-indoor unit heat strip (kWatts),Rakhsh-indoor unit heat strip  (kWatts),Rakhsh-Air Conditioner-ac outside condenser  (kWatts),Rakhsh-Circuit_4 (kWatts),Rakhsh-Circuit_5 (kWatts),Rakhsh-Circuit_6 (kWatts),Rakhsh-Circuit_7 (kWatts),Rakhsh-Circuit_8 (kWatts)
07/05/2023 18:42:00,0.0986,0.0095,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 18:43:00,0.1054,0.0095,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 18:44:00,0.0997,0.0095,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 18:45:00,0.1002,0.0091,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 18:46:00,0.1003,0.0096,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 18:47:00,0.1008,0.0091,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 18:48:00,0.1009,0.0092,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 18:49:00,0.0174,0.0094,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 18:50:00,0.0166,0.0093,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 18:51:00,0.0167,0.0095,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 18:52:00,0.0167,0.0095,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 18:53:00,0.0172,0.0093,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 18:54:00,0.0168,0.0095,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 18:55:00,0.0170,0.0095,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 18:56:00,0.0169,0.0095,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 18:57:00,0.0173,0.0094,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 18:58:00,0.0170,0.0094,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 18:59:00,0.0156,0.0096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:00:00,0.0150,0.0093,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:01:00,0.0150,0.0093,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:02:00,0.0148,0.0093,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:03:00,0.0156,0.0094,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:04:00,0.0161,0.0093,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:05:00,0.0152,0.0092,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:06:00,0.0140,0.0093,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:07:00,0.0137,0.0092,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:08:00,0.0149,0.0094,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:09:00,0.0137,0.0096,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:10:00,0.0144,0.0092,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:11:00,0.0144,0.0093,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:12:00,0.0136,0.0092,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:13:00,0.0143,0.0090,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:14:00,0.0139,0.0092,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:15:00,0.0141,0.0092,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:16:00,0.0341,0.0091,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:17:00,0.1191,0.0093,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:18:00,0.1012,0.0094,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:19:00,0.1012,0.0093,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:20:00,0.1014,0.0095,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:21:00,0.1014,0.0092,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:22:00,0.1020,0.0094,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:23:00,0.0704,0.0094,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:24:00,0.0165,0.0097,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:25:00,0.0142,0.0093,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:26:00,0.0142,0.0096,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:27:00,0.0141,0.0093,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:28:00,0.0125,0.0090,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:29:00,0.0120,0.0088,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:30:00,0.0119,0.0088,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:31:00,0.0121,0.0088,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:32:00,0.0127,0.0086,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:33:00,0.0127,0.0089,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:34:00,0.0121,0.0084,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:35:00,0.0134,0.0092,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:36:00,0.0126,0.0090,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:37:00,0.0130,0.0092,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:38:00,0.0127,0.0091,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:39:00,0.0120,0.0089,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:40:00,0.0121,0.0090,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:41:00,0.0118,0.0088,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:42:00,0.0116,0.0089,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:43:00,0.0126,0.0089,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:44:00,0.0124,0.0091,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:45:00,0.0114,0.0090,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:46:00,0.0119,0.0090,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:47:00,0.0127,0.0089,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:48:00,0.0129,0.0090,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:49:00,0.0130,0.0088,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:50:00,0.0128,0.0091,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:51:00,0.1207,0.0095,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:52:00,0.1030,0.0092,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:53:00,0.1000,0.0097,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:54:00,0.1000,0.0095,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:55:00,0.1014,0.0091,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:56:00,0.1020,0.0092,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:57:00,0.0991,0.0092,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:58:00,0.0144,0.0092,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 19:59:00,0.0139,0.0091,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:00:00,0.0135,0.0090,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:01:00,0.0136,0.0090,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:02:00,0.0144,0.0093,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:03:00,0.0144,0.0091,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:04:00,0.0144,0.0092,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:05:00,0.0143,0.0093,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:06:00,0.0142,0.0092,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:07:00,0.0137,0.0090,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:08:00,0.0135,0.0090,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:09:00,0.0134,0.0092,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:10:00,0.0133,0.0090,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:11:00,0.0132,0.0090,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:12:00,0.0130,0.0093,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:13:00,0.0139,0.0090,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:14:00,0.0140,0.0089,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:15:00,0.0141,0.0091,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:16:00,0.0138,0.0091,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:17:00,0.0141,0.0091,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:18:00,0.0138,0.0092,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:19:00,0.0139,0.0089,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:20:00,0.0132,0.0092,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:21:00,0.0132,0.0091,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:22:00,0.0124,0.0092,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:23:00,0.0125,0.0092,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:24:00,0.0136,0.0092,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:25:00,0.0916,0.0091,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:26:00,0.1072,0.0095,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:27:00,0.0999,0.0090,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:28:00,0.0995,0.0091,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:29:00,0.1008,0.0093,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:30:00,0.1015,0.0092,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:31:00,0.1016,0.0092,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:32:00,0.0407,0.0091,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:33:00,0.0143,0.0089,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:34:00,0.0143,0.0089,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:35:00,0.0147,0.0090,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:36:00,0.0148,0.0092,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:37:00,0.0148,0.0090,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:38:00,0.0150,0.0090,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:39:00,0.0143,0.0090,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:40:00,0.0140,0.0091,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:41:00,0.0140,0.0091,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:42:00,0.0131,0.0089,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:43:00,0.0128,0.0091,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:44:00,0.0132,0.0091,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:45:00,0.0130,0.0092,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:46:00,0.0123,0.0090,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:47:00,0.0121,0.0087,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:48:00,0.0120,0.0090,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:49:00,0.0149,0.0093,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:50:00,0.0128,0.0089,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:51:00,0.0121,0.0087,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:52:00,0.0124,0.0090,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:53:00,0.0128,0.0090,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:54:00,0.0146,0.0095,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:55:00,0.0131,0.0091,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:56:00,0.0136,0.0091,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:57:00,0.0136,0.0090,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:58:00,0.0136,0.0089,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 20:59:00,0.1086,0.0092,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 21:00:00,0.1038,0.0091,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 21:01:00,0.0998,0.0092,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 21:02:00,0.0993,0.0091,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 21:03:00,0.1002,0.0092,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 21:04:00,0.1021,0.0093,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 21:05:00,0.1034,0.0095,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 21:06:00,0.0222,0.0091,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 21:07:00,0.0160,0.0094,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 21:08:00,0.0155,0.0091,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 21:09:00,0.0140,0.0092,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 21:10:00,0.0138,0.0094,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 21:11:00,0.0138,0.0092,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 21:12:00,0.0136,0.0089,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 21:13:00,0.0132,0.0091,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 21:14:00,0.0133,0.0092,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 21:15:00,0.0132,0.0089,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 21:16:00,0.0134,0.0092,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 21:17:00,0.0131,0.0091,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 21:18:00,0.0133,0.0091,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 21:19:00,0.0138,0.0092,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 21:20:00,0.0138,0.0092,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 21:21:00,0.0140,0.0092,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 21:22:00,0.0139,0.0092,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 21:23:00,0.0139,0.0090,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 21:24:00,0.0139,0.0092,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 21:25:00,0.9493,1.0285,0.0001,0.0000,0.0000,0.0000,1.0349,1.0427,0.0000,0.0000
07/05/2023 21:26:00,1.5337,1.6660,0.0000,0.0000,0.0000,0.0000,1.6823,1.6946,0.0000,0.0000
07/05/2023 21:27:00,1.5394,1.6719,0.0000,0.0000,0.0000,0.0000,1.6883,1.7009,0.0000,0.0000
07/05/2023 21:28:00,1.5422,1.6750,0.0000,0.0000,0.0000,0.0000,1.6914,1.7042,0.0000,0.0000
07/05/2023 21:29:00,1.5429,1.6760,0.0000,0.0000,0.0000,0.0000,1.6921,1.7050,0.0000,0.0000
07/05/2023 21:30:00,1.5424,1.6753,0.0000,0.0000,0.0000,0.0000,1.6914,1.7045,0.0000,0.0000
07/05/2023 21:31:00,0.4314,0.4641,0.0000,0.0000,0.0000,0.0000,0.4615,0.4653,0.0000,0.0000
07/05/2023 21:32:00,0.0424,0.0092,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 21:33:00,0.1185,0.0093,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
07/05/2023 21:34:00,0.1038,0.0094,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/05/2023 21:35:00,0.1030,0.0094,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
