Time Bucket (America/New_York),Rakhsh-Mains_A (kWatts),Rakhsh-Mains_B (kWatts),Rakhsh-indoor unit heat strip (kWatts),Rakhsh-indoor unit heat strip  (kWatts),Rakhsh-Air Conditioner-ac outside condenser  (kWatts),Rakhsh-Circuit_4 (kWatts),Rakhsh-Circuit_5 (kWatts),Rakhsh-Circuit_6 (kWatts),Rakhsh-Circuit_7 (kWatts),Rakhsh-Circuit_8 (kWatts)
07/04/2023 00:00:00,0.3331,0.5129,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3570,0.3603
07/04/2023 00:01:00,0.7868,1.0031,0.0001,0.0000,0.0000,0.0000,0.0001,0.0000,0.8530,0.8616
07/04/2023 00:02:00,0.7454,0.9604,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8093,0.8176
07/04/2023 00:03:00,0.9083,1.1373,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000,0.9879,0.9982
07/04/2023 00:04:00,0.6408,0.8467,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6934,0.7008
07/04/2023 00:05:00,0.3280,0.5057,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3497,0.3534
07/04/2023 00:06:00,0.3952,0.5774,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4231,0.4274
07/04/2023 00:07:00,1.1405,1.3912,0.0000,0.0000,0.0000,0.0000,0.7553,0.7619,0.4921,0.4974
07/04/2023 00:08:00,1.9771,2.3070,0.0000,0.0000,0.0002,0.0000,1.7127,1.7275,0.4595,0.4643
07/04/2023 00:09:00,1.9682,2.2945,0.0000,0.0000,0.0005,0.0000,1.6848,1.6996,0.4760,0.4825
07/04/2023 00:10:00,1.6299,1.9236,0.0001,0.0000,0.0000,0.0000,1.6875,1.7012,0.1048,0.1060
07/04/2023 00:11:00,1.5367,1.7876,0.0001,0.0000,0.0000,0.0000,1.6899,1.7031,0.0000,0.0000
07/04/2023 00:12:00,1.5270,1.7892,0.0000,0.0000,0.0000,0.0000,1.6920,1.7051,0.0000,0.0000
07/04/2023 00:13:00,0.6095,0.7879,0.0001,0.0000,0.0000,0.0000,0.6754,0.6808,0.0000,0.0000
07/04/2023 00:14:00,0.0000,0.1224,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/04/2023 00:15:00,0.0000,0.1229,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/04/2023 00:16:00,0.0000,0.1237,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/04/2023 00:17:00,0.0000,0.1233,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/04/2023 00:18:00,0.0000,0.1228,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/04/2023 00:19:00,0.0001,0.1228,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/04/2023 00:20:00,0.0000,0.1228,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/04/2023 00:21:00,0.0001,0.1227,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/04/2023 00:22:00,0.3613,0.5215,0.0675,0.0646,0.3455,0.3458,0.0000,0.0000,0.0000,0.0000
07/04/2023 00:23:00,0.5145,0.6952,0.1007,0.0968,0.4921,0.4938,0.0000,0.0000,0.0000,0.0000
07/04/2023 00:24:00,0.5148,0.6957,0.1008,0.0970,0.4923,0.4944,0.0000,0.0000,0.0000,0.0000
07/04/2023 00:25:00,0.5128,0.6931,0.1008,0.0970,0.4901,0.4920,0.0000,0.0000,0.0000,0.0000
07/04/2023 00:26:00,0.5108,0.6912,0.1011,0.0967,0.4878,0.4897,0.0000,0.0000,0.0000,0.0000
07/04/2023 00:27:00,0.6517,0.6980,0.1009,0.0968,0.4952,0.4967,0.0000,0.0000,0.0000,0.0000
07/04/2023 00:28:00,0.6001,0.6946,0.1010,0.0969,0.4913,0.4932,0.0000,0.0000,0.0000,0.0000
07/04/2023 00:29:00,0.5973,0.6934,0.1007,0.0965,0.4917,0.4936,0.0000,0.0000,0.0000,0.0000
07/04/2023 00:30:00,0.5974,0.6942,0.1005,0.0966,0.4919,0.4937,0.0000,0.0000,0.0000,0.0000
07/04/2023 00:31:00,0.5963,0.7332,0.1008,0.0967,0.4921,0.4936,0.0000,0.0000,0.0000,0.0000
07/04/2023 00:32:00,0.5972,0.7333,0.1007,0.0968,0.4921,0.4939,0.0000,0.0000,0.0000,0.0000
07/04/2023 00:33:00,0.4278,0.5456,0.0999,0.0960,0.2982,0.2989,0.0000,0.0000,0.0000,0.0000
07/04/2023 00:34:00,0.0875,0.1923,0.0350,0.0337,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/04/2023 00:35:00,0.0047,0.1699,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/04/2023 00:36:00,0.0050,0.1722,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/04/2023 00:37:00,0.0035,0.1722,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/04/2023 00:38:00,0.0009,0.1620,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/04/2023 00:39:00,0.0006,0.1531,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/04/2023 00:40:00,0.0009,0.1552,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/04/2023 00:41:00,0.0020,0.1712,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/04/2023 00:42:00,0.0036,0.1700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/04/2023 00:43:00,0.0046,0.1688,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/04/2023 00:44:00,0.0026,0.1530,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/04/2023 00:45:00,0.0021,0.1488,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/04/2023 00:46:00,0.0023,0.1477,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/04/2023 00:47:00,0.0017,0.1472,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/04/2023 00:48:00,0.0020,0.1464,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/04/2023 00:49:00,0.0022,0.1456,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/04/2023 00:50:00,0.0020,0.1448,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/04/2023 00:51:00,0.0022,0.1448,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/04/2023 00:52:00,0.0020,0.1439,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/04/2023 00:53:00,0.0019,0.1434,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/04/2023 00:54:00,0.0012,0.1432,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/04/2023 00:55:00,0.0008,0.1426,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/04/2023 00:56:00,0.0004,0.1419,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/04/2023 00:57:00,0.0019,0.1419,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/04/2023 00:58:00,0.0037,0.1414,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/04/2023 00:59:00,0.0033,0.1410,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/04/2023 01:00:00,0.0031,0.1453,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/04/2023 01:01:00,0.0033,0.1414,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/04/2023 01:02:00,0.0029,0.1412,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/04/2023 01:03:00,0.0035,0.1404,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/04/2023 01:04:00,0.0032,0.1404,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/04/2023 01:05:00,0.0028,0.1402,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/04/2023 01:06:00,0.0048,0.1051,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/04/2023 01:07:00,0.1006,0.0899,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/04/2023 01:08:00,0.0865,0.0892,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/04/2023 01:09:00,0.0837,0.1401,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/04/2023 01:10:00,0.0814,0.1948,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/04/2023 01:11:00,0.0834,0.1939,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
